human	lizard	chicken
ENSG00000188162	ENSACAG00000000052	ENSGALG00000006208
ENSG00000135390	ENSACAG00000001246	ENSGALG00000030086
ENSG00000122420	ENSACAG00000006527	ENSGALG00000008901
ENSG00000250510	ENSACAG00000005932	ENSGALG00000022926
ENSG00000122257	ENSACAG00000011794	ENSGALG00000006043
ENSG00000205339	ENSACAG00000009452	ENSGALG00000005807
ENSG00000173208	ENSACAG00000008119	ENSGALG00000042554
ENSG00000123131	ENSACAG00000007489	ENSGALG00000016357
ENSG00000165886	ENSACAG00000002776	ENSGALG00000029166
ENSG00000182149	ENSACAG00000008004	ENSGALG00000000811
ENSG00000105072	ENSACAG00000022604	ENSGALG00000021883
ENSG00000164663	ENSACAG00000002993	ENSGALG00000003461
ENSG00000101350	ENSACAG00000008601	ENSGALG00000006604
ENSG00000176697	ENSACAG00000015738	ENSGALG00000012163
ENSG00000083857	ENSACAG00000006930	ENSGALG00000013579
ENSG00000153956	ENSACAG00000012663	ENSGALG00000008486
ENSG00000172201	ENSACAG00000003191	ENSGALG00000039474
ENSG00000112335	ENSACAG00000006006	ENSGALG00000015304
ENSG00000110811	ENSACAG00000005838	ENSGALG00000014490
ENSG00000184634	ENSACAG00000015260	ENSGALG00000036322
ENSG00000109445	ENSACAG00000002683	ENSGALG00000009868
ENSG00000184575	ENSACAG00000003154	ENSGALG00000009835
ENSG00000137218	ENSACAG00000002874	ENSGALG00000003447
ENSG00000170265	ENSACAG00000006602	ENSGALG00000039048
ENSG00000068024	ENSACAG00000009425	ENSGALG00000004288
ENSG00000084092	ENSACAG00000002327	ENSGALG00000038585
ENSG00000151789	ENSACAG00000000013	ENSGALG00000011283
ENSG00000138434	ENSACAG00000003573	ENSGALG00000008903
ENSG00000089234	ENSACAG00000002553	ENSGALG00000004650
ENSG00000180979	ENSACAG00000015728	ENSGALG00000009112
ENSG00000144730	ENSACAG00000005729	ENSGALG00000005499
ENSG00000123908	ENSACAG00000000167	ENSGALG00000040957
ENSG00000114026	ENSACAG00000009992	ENSGALG00000006651
ENSG00000171103	ENSACAG00000009345	ENSGALG00000008979
ENSG00000079387	ENSACAG00000005981	ENSGALG00000034421
ENSG00000132359	ENSACAG00000012840	ENSGALG00000033885
ENSG00000179163	ENSACAG00000005280	ENSGALG00000004112
ENSG00000110104	ENSACAG00000017814	ENSGALG00000036935
ENSG00000244038	ENSACAG00000017734	ENSGALG00000010073
ENSG00000188822	ENSACAG00000005323	ENSGALG00000004120
ENSG00000104728	ENSACAG00000005109	ENSGALG00000016350
ENSG00000089225	ENSACAG00000005111	ENSGALG00000008253
ENSG00000125844	ENSACAG00000013887	ENSGALG00000008676
ENSG00000163806	ENSACAG00000009356	ENSGALG00000017392
ENSG00000143387	ENSACAG00000008771	ENSGALG00000028147
ENSG00000188859	ENSACAG00000013367	ENSGALG00000003035
ENSG00000116954	ENSACAG00000017010	ENSGALG00000033079
ENSG00000149506	ENSACAG00000017805	ENSGALG00000031916
ENSG00000127124	ENSACAG00000000262	ENSGALG00000027365
ENSG00000156564	ENSACAG00000002530	ENSGALG00000010050
ENSG00000062650	ENSACAG00000014345	ENSGALG00000001907
ENSG00000189266	ENSACAG00000005326	ENSGALG00000004122
ENSG00000213639	ENSACAG00000009359	ENSGALG00000010026
ENSG00000152556	ENSACAG00000005562	ENSGALG00000033271
ENSG00000005175	ENSACAG00000001636	ENSGALG00000009743
ENSG00000112214	ENSACAG00000002062	ENSGALG00000015573
ENSG00000128923	ENSACAG00000015045	ENSGALG00000004204
ENSG00000082556	ENSACAG00000017966	ENSGALG00000015269
ENSG00000166407	ENSACAG00000012661	ENSGALG00000035679
ENSG00000146151	ENSACAG00000016794	ENSGALG00000016294
ENSG00000171877	ENSACAG00000015524	ENSGALG00000030858
ENSG00000103449	ENSACAG00000014399	ENSGALG00000039238
ENSG00000151773	ENSACAG00000006392	ENSGALG00000016968
ENSG00000175643	ENSACAG00000015984	ENSGALG00000007155
ENSG00000185338	ENSACAG00000014599	ENSGALG00000007158
ENSG00000164610	ENSACAG00000009290	ENSGALG00000035453
ENSG00000115421	ENSACAG00000015048	ENSGALG00000007853
ENSG00000180881	ENSACAG00000007716	ENSGALG00000010208
ENSG00000003402	ENSACAG00000001747	ENSGALG00000008240
ENSG00000137776	ENSACAG00000015120	ENSGALG00000004192
ENSG00000197273	ENSACAG00000008428	ENSGALG00000027269
ENSG00000005238	ENSACAG00000011538	ENSGALG00000002069
ENSG00000016082	ENSACAG00000004390	ENSGALG00000014884
ENSG00000030304	ENSACAG00000000911	ENSGALG00000015728
ENSG00000035499	ENSACAG00000009000	ENSGALG00000014729
ENSG00000038427	ENSACAG00000011195	ENSGALG00000015624
ENSG00000039123	ENSACAG00000015200	ENSGALG00000014709
ENSG00000039319	ENSACAG00000010379	ENSGALG00000015576
ENSG00000039537	ENSACAG00000022087	ENSGALG00000014840
ENSG00000039560	ENSACAG00000008462	ENSGALG00000003353
ENSG00000044459	ENSACAG00000017738	ENSGALG00000015097
ENSG00000047188	ENSACAG00000007754	ENSGALG00000000189
ENSG00000049167	ENSACAG00000008899	ENSGALG00000014732
ENSG00000049192	ENSACAG00000015670	ENSGALG00000014751
ENSG00000049860	ENSACAG00000009147	ENSGALG00000014933
ENSG00000056097	ENSACAG00000007880	ENSGALG00000003235
ENSG00000058729	ENSACAG00000011858	ENSGALG00000015288
ENSG00000059769	ENSACAG00000012657	ENSGALG00000015684
ENSG00000061455	ENSACAG00000003401	ENSGALG00000005351
ENSG00000062194	ENSACAG00000014605	ENSGALG00000014724
ENSG00000064218	ENSACAG00000002401	ENSGALG00000010161
ENSG00000064651	ENSACAG00000002415	ENSGALG00000014690
ENSG00000064652	ENSACAG00000003449	ENSGALG00000018874
ENSG00000064692	ENSACAG00000023071	ENSGALG00000005330
ENSG00000066583	ENSACAG00000001578	ENSGALG00000000161
ENSG00000067113	ENSACAG00000015109	ENSGALG00000014711
ENSG00000067248	ENSACAG00000015328	ENSGALG00000014700
ENSG00000068796	ENSACAG00000008507	ENSGALG00000014737
ENSG00000069020	ENSACAG00000016206	ENSGALG00000014784
ENSG00000070061	ENSACAG00000003603	ENSGALG00000001947
ENSG00000070214	ENSACAG00000008390	ENSGALG00000015439
ENSG00000070601	ENSACAG00000012188	ENSGALG00000023036
ENSG00000070610	ENSACAG00000011497	ENSGALG00000002412
ENSG00000079215	ENSACAG00000009253	ENSGALG00000003582
ENSG00000080298	ENSACAG00000003262	ENSGALG00000010179
ENSG00000080503	ENSACAG00000002423	ENSGALG00000010164
ENSG00000080608	ENSACAG00000003174	ENSGALG00000010178
ENSG00000080709	ENSACAG00000007809	ENSGALG00000002539
ENSG00000081189	ENSACAG00000000488	ENSGALG00000014645
ENSG00000081377	ENSACAG00000012788	ENSGALG00000012627
ENSG00000082068	ENSACAG00000009770	ENSGALG00000003708
ENSG00000082074	ENSACAG00000026231	ENSGALG00000003792
ENSG00000083067	ENSACAG00000008993	ENSGALG00000015126
ENSG00000083223	ENSACAG00000000279	ENSGALG00000012607
ENSG00000083312	ENSACAG00000009599	ENSGALG00000015014
ENSG00000083720	ENSACAG00000010461	ENSGALG00000014846
ENSG00000085231	ENSACAG00000010323	ENSGALG00000020534
ENSG00000085365	ENSACAG00000012476	ENSGALG00000004425
ENSG00000086061	ENSACAG00000003517	ENSGALG00000023066
ENSG00000086062	ENSACAG00000003414	ENSGALG00000002022
ENSG00000086189	ENSACAG00000008504	ENSGALG00000020569
ENSG00000086200	ENSACAG00000008472	ENSGALG00000014740
ENSG00000090054	ENSACAG00000001052	ENSGALG00000013493
ENSG00000092421	ENSACAG00000008169	ENSGALG00000002294
ENSG00000095015	ENSACAG00000014703	ENSGALG00000014718
ENSG00000095209	ENSACAG00000004542	ENSGALG00000027472
ENSG00000095380	ENSACAG00000002054	ENSGALG00000015320
ENSG00000095383	ENSACAG00000004008	ENSGALG00000001944
ENSG00000096872	ENSACAG00000028763	ENSGALG00000001801
ENSG00000096968	ENSACAG00000003673	ENSGALG00000015027
ENSG00000099139	ENSACAG00000005525	ENSGALG00000015164
ENSG00000099219	ENSACAG00000004052	ENSGALG00000000438
ENSG00000099810	ENSACAG00000017549	ENSGALG00000008174
ENSG00000101489	ENSACAG00000012428	ENSGALG00000002413
ENSG00000103168	ENSACAG00000025553	ENSGALG00000025868
ENSG00000106688	ENSACAG00000003433	ENSGALG00000010187
ENSG00000106692	ENSACAG00000004546	ENSGALG00000015443
ENSG00000106701	ENSACAG00000008495	ENSGALG00000015442
ENSG00000106733	ENSACAG00000005328	ENSGALG00000015156
ENSG00000106772	ENSACAG00000005636	ENSGALG00000015167
ENSG00000106785	ENSACAG00000002113	ENSGALG00000015315
ENSG00000106789	ENSACAG00000004130	ENSGALG00000001933
ENSG00000106829	ENSACAG00000002789	ENSGALG00000015184
ENSG00000106853	ENSACAG00000012995	ENSGALG00000015702
ENSG00000106868	ENSACAG00000022560	ENSGALG00000015677
ENSG00000106993	ENSACAG00000003578	ENSGALG00000014448
ENSG00000107036	ENSACAG00000003988	ENSGALG00000015036
ENSG00000107077	ENSACAG00000004592	ENSGALG00000020557
ENSG00000107099	ENSACAG00000001924	ENSGALG00000010156
ENSG00000107104	ENSACAG00000002270	ENSGALG00000010158
ENSG00000107105	ENSACAG00000017521	ENSGALG00000015799
ENSG00000107140	ENSACAG00000013781	ENSGALG00000027658
ENSG00000107159	ENSACAG00000009514	ENSGALG00000021340
ENSG00000107165	ENSACAG00000011322	ENSGALG00000015205
ENSG00000107175	ENSACAG00000011429	ENSGALG00000002523
ENSG00000107186	ENSACAG00000011304	ENSGALG00000005846
ENSG00000107242	ENSACAG00000001281	ENSGALG00000015107
ENSG00000107249	ENSACAG00000003374	ENSGALG00000010180
ENSG00000107282	ENSACAG00000001040	ENSGALG00000015111
ENSG00000107295	ENSACAG00000017719	ENSGALG00000015096
ENSG00000107338	ENSACAG00000013640	ENSGALG00000026811
ENSG00000107341	ENSACAG00000012852	ENSGALG00000001668
ENSG00000107362	ENSACAG00000012837	ENSGALG00000015139
ENSG00000107372	ENSACAG00000012653	ENSGALG00000015144
ENSG00000112851	ENSACAG00000016015	ENSGALG00000014773
ENSG00000112874	ENSACAG00000006752	ENSGALG00000015268
ENSG00000112893	ENSACAG00000006965	ENSGALG00000000255
ENSG00000112936	ENSACAG00000010303	ENSGALG00000014835
ENSG00000112964	ENSACAG00000010633	ENSGALG00000014855
ENSG00000112972	ENSACAG00000010737	ENSGALG00000014862
ENSG00000112992	ENSACAG00000010913	ENSGALG00000014869
ENSG00000112996	ENSACAG00000011165	ENSGALG00000014874
ENSG00000113048	ENSACAG00000009787	ENSGALG00000015002
ENSG00000113083	ENSACAG00000003698	ENSGALG00000028063
ENSG00000113161	ENSACAG00000008698	ENSGALG00000014948
ENSG00000113163	ENSACAG00000008556	ENSGALG00000014952
ENSG00000113231	ENSACAG00000007748	ENSGALG00000004339
ENSG00000113273	ENSACAG00000016838	ENSGALG00000004438
ENSG00000113296	ENSACAG00000016545	ENSGALG00000014804
ENSG00000113318	ENSACAG00000010533	ENSGALG00000015589
ENSG00000113319	ENSACAG00000010696	ENSGALG00000015598
ENSG00000113368	ENSACAG00000002780	ENSGALG00000014692
ENSG00000113369	ENSACAG00000013384	ENSGALG00000025915
ENSG00000113384	ENSACAG00000007801	ENSGALG00000028267
ENSG00000113387	ENSACAG00000007974	ENSGALG00000003248
ENSG00000113389	ENSACAG00000001580	ENSGALG00000017405
ENSG00000113391	ENSACAG00000013305	ENSGALG00000014661
ENSG00000113396	ENSACAG00000001614	ENSGALG00000000184
ENSG00000113441	ENSACAG00000012000	ENSGALG00000015301
ENSG00000113448	ENSACAG00000009088	ENSGALG00000014727
ENSG00000113456	ENSACAG00000008562	ENSGALG00000003365
ENSG00000113460	ENSACAG00000008586	ENSGALG00000003373
ENSG00000113492	ENSACAG00000008668	ENSGALG00000003432
ENSG00000113494	ENSACAG00000008737	ENSGALG00000003446
ENSG00000113532	ENSACAG00000004472	ENSGALG00000026192
ENSG00000113569	ENSACAG00000024819	ENSGALG00000003688
ENSG00000113593	ENSACAG00000015772	ENSGALG00000014756
ENSG00000113594	ENSACAG00000009842	ENSGALG00000003733
ENSG00000113595	ENSACAG00000015817	ENSGALG00000014765
ENSG00000113597	ENSACAG00000015838	ENSGALG00000014767
ENSG00000113638	ENSACAG00000010230	ENSGALG00000014826
ENSG00000118985	ENSACAG00000012873	ENSGALG00000014678
ENSG00000119121	ENSACAG00000005230	ENSGALG00000015154
ENSG00000119125	ENSACAG00000012708	ENSGALG00000015141
ENSG00000119138	ENSACAG00000000916	ENSGALG00000027374
ENSG00000119139	ENSACAG00000001252	ENSGALG00000015109
ENSG00000119314	ENSACAG00000017316	ENSGALG00000015669
ENSG00000119318	ENSACAG00000003607	ENSGALG00000015540
ENSG00000119457	ENSACAG00000017402	ENSGALG00000027345
ENSG00000119471	ENSACAG00000017353	ENSGALG00000015663
ENSG00000120156	ENSACAG00000017459	ENSGALG00000001840
ENSG00000120158	ENSACAG00000003640	ENSGALG00000015024
ENSG00000120159	ENSACAG00000017515	ENSGALG00000001765
ENSG00000120162	ENSACAG00000010761	ENSGALG00000001856
ENSG00000120215	ENSACAG00000004131	ENSGALG00000019756
ENSG00000120925	ENSACAG00000005721	ENSGALG00000015386
ENSG00000122008	ENSACAG00000008458	ENSGALG00000014956
ENSG00000122012	ENSACAG00000008315	ENSGALG00000014967
ENSG00000122692	ENSACAG00000003444	ENSGALG00000002014
ENSG00000122696	ENSACAG00000012131	ENSGALG00000028340
ENSG00000122705	ENSACAG00000001991	ENSGALG00000015326
ENSG00000122729	ENSACAG00000001541	ENSGALG00000002162
ENSG00000122733	ENSACAG00000016949	ENSGALG00000001900
ENSG00000122735	ENSACAG00000005991	ENSGALG00000005831
ENSG00000122741	ENSACAG00000012138	ENSGALG00000005390
ENSG00000122756	ENSACAG00000014122	ENSGALG00000028140
ENSG00000123213	ENSACAG00000015913	ENSGALG00000014769
ENSG00000123219	ENSACAG00000015759	ENSGALG00000014753
ENSG00000127184	ENSACAG00000001016	ENSGALG00000027963
ENSG00000127415	ENSACAG00000000308	ENSGALG00000015376
ENSG00000127419	ENSACAG00000001342	ENSGALG00000015368
ENSG00000129595	ENSACAG00000007361	ENSGALG00000000234
ENSG00000129596	ENSACAG00000008057	ENSGALG00000002358
ENSG00000129625	ENSACAG00000007552	ENSGALG00000023157
ENSG00000130045	ENSACAG00000016534	ENSGALG00000026598
ENSG00000130222	ENSACAG00000012182	ENSGALG00000028005
ENSG00000130449	ENSACAG00000008772	ENSGALG00000014734
ENSG00000130956	ENSACAG00000012890	ENSGALG00000012628
ENSG00000131711	ENSACAG00000009855	ENSGALG00000014999
ENSG00000131730	ENSACAG00000010857	ENSGALG00000015602
ENSG00000131732	ENSACAG00000010965	ENSGALG00000015603
ENSG00000131844	ENSACAG00000009948	ENSGALG00000002529
ENSG00000131931	ENSACAG00000005705	ENSGALG00000015385
ENSG00000132356	ENSACAG00000010236	ENSGALG00000014832
ENSG00000132837	ENSACAG00000016799	ENSGALG00000004491
ENSG00000132840	ENSACAG00000016768	ENSGALG00000004518
ENSG00000132842	ENSACAG00000007430	ENSGALG00000004390
ENSG00000133256	ENSACAG00000000577	ENSGALG00000015373
ENSG00000133302	ENSACAG00000013255	ENSGALG00000027932
ENSG00000133401	ENSACAG00000007750	ENSGALG00000002854
ENSG00000133835	ENSACAG00000003796	ENSGALG00000002187
ENSG00000134056	ENSACAG00000016447	ENSGALG00000014789
ENSG00000134058	ENSACAG00000016452	ENSGALG00000014790
ENSG00000134061	ENSACAG00000016275	ENSGALG00000023411
ENSG00000134352	ENSACAG00000014810	ENSGALG00000014716
ENSG00000134363	ENSACAG00000015537	ENSGALG00000014908
ENSG00000134480	ENSACAG00000000627	ENSGALG00000015641
ENSG00000134779	ENSACAG00000012481	ENSGALG00000026547
ENSG00000134982	ENSACAG00000007490	ENSGALG00000000220
ENSG00000134987	ENSACAG00000007141	ENSGALG00000000247
ENSG00000134996	ENSACAG00000005379	ENSGALG00000017447
ENSG00000135002	ENSACAG00000005559	ENSGALG00000000004
ENSG00000135018	ENSACAG00000001880	ENSGALG00000012585
ENSG00000135040	ENSACAG00000000424	ENSGALG00000012598
ENSG00000135046	ENSACAG00000011929	ENSGALG00000015148
ENSG00000135047	ENSACAG00000013328	ENSGALG00000012610
ENSG00000135048	ENSACAG00000012861	ENSGALG00000015138
ENSG00000135049	ENSACAG00000000770	ENSGALG00000012595
ENSG00000135052	ENSACAG00000000371	ENSGALG00000012601
ENSG00000135063	ENSACAG00000001191	ENSGALG00000015110
ENSG00000135069	ENSACAG00000006074	ENSGALG00000015180
ENSG00000135070	ENSACAG00000000369	ENSGALG00000012606
ENSG00000136813	ENSACAG00000012678	ENSGALG00000015689
ENSG00000136824	ENSACAG00000012835	ENSGALG00000015691
ENSG00000136826	ENSACAG00000003706	ENSGALG00000026928
ENSG00000136842	ENSACAG00000001018	ENSGALG00000002125
ENSG00000136872	ENSACAG00000017436	ENSGALG00000015544
ENSG00000136897	ENSACAG00000017435	ENSGALG00000015543
ENSG00000136925	ENSACAG00000004543	ENSGALG00000002110
ENSG00000136936	ENSACAG00000004384	ENSGALG00000028998
ENSG00000136937	ENSACAG00000004409	ENSGALG00000002087
ENSG00000137055	ENSACAG00000017506	ENSGALG00000001782
ENSG00000137070	ENSACAG00000007445	ENSGALG00000005848
ENSG00000137073	ENSACAG00000012876	ENSGALG00000013809
ENSG00000137074	ENSACAG00000003581	ENSGALG00000001954
ENSG00000137075	ENSACAG00000002163	ENSGALG00000015311
ENSG00000137076	ENSACAG00000010939	ENSGALG00000002548
ENSG00000137090	ENSACAG00000002356	ENSGALG00000010160
ENSG00000137094	ENSACAG00000014160	ENSGALG00000001918
ENSG00000137101	ENSACAG00000023891	ENSGALG00000021353
ENSG00000137103	ENSACAG00000013720	ENSGALG00000002386
ENSG00000137106	ENSACAG00000011898	ENSGALG00000005423
ENSG00000137133	ENSACAG00000003036	ENSGALG00000027418
ENSG00000137135	ENSACAG00000009488	ENSGALG00000002599
ENSG00000137145	ENSACAG00000017643	ENSGALG00000015083
ENSG00000137154	ENSACAG00000017634	ENSGALG00000015082
ENSG00000138207	ENSACAG00000000576	ENSGALG00000015374
ENSG00000138829	ENSACAG00000001711	ENSGALG00000014686
ENSG00000145214	ENSACAG00000000256	ENSGALG00000002142
ENSG00000145217	ENSACAG00000000532	ENSGALG00000027423
ENSG00000145592	ENSACAG00000010291	ENSGALG00000014833
ENSG00000145604	ENSACAG00000009107	ENSGALG00000003547
ENSG00000145623	ENSACAG00000009942	ENSGALG00000003747
ENSG00000145632	ENSACAG00000009334	ENSGALG00000014725
ENSG00000145649	ENSACAG00000015449	ENSGALG00000013548
ENSG00000145681	ENSACAG00000011432	ENSGALG00000015627
ENSG00000145685	ENSACAG00000012574	ENSGALG00000004437
ENSG00000145687	ENSACAG00000029227	ENSGALG00000023089
ENSG00000145703	ENSACAG00000007992	ENSGALG00000014978
ENSG00000145708	ENSACAG00000007916	ENSGALG00000014994
ENSG00000145715	ENSACAG00000000769	ENSGALG00000017706
ENSG00000145721	ENSACAG00000011917	ENSGALG00000015290
ENSG00000145723	ENSACAG00000007110	ENSGALG00000015257
ENSG00000145725	ENSACAG00000007146	ENSGALG00000015264
ENSG00000145730	ENSACAG00000006978	ENSGALG00000015256
ENSG00000145734	ENSACAG00000010001	ENSGALG00000002439
ENSG00000145736	ENSACAG00000010109	ENSGALG00000002399
ENSG00000145740	ENSACAG00000016363	ENSGALG00000014787
ENSG00000145741	ENSACAG00000009509	ENSGALG00000013512
ENSG00000145743	ENSACAG00000006821	ENSGALG00000000276
ENSG00000145779	ENSACAG00000003983	ENSGALG00000027761
ENSG00000145780	ENSACAG00000008023	ENSGALG00000008204
ENSG00000145781	ENSACAG00000008166	ENSGALG00000002308
ENSG00000145782	ENSACAG00000008076	ENSGALG00000002345
ENSG00000145794	ENSACAG00000002614	ENSGALG00000014699
ENSG00000145808	ENSACAG00000001491	ENSGALG00000000151
ENSG00000147432	ENSACAG00000005630	ENSGALG00000015384
ENSG00000147852	ENSACAG00000003015	ENSGALG00000010166
ENSG00000147853	ENSACAG00000003605	ENSGALG00000014447
ENSG00000147854	ENSACAG00000004142	ENSGALG00000015052
ENSG00000147862	ENSACAG00000017798	ENSGALG00000005441
ENSG00000147869	ENSACAG00000017792	ENSGALG00000005434
ENSG00000147872	ENSACAG00000017672	ENSGALG00000015090
ENSG00000147874	ENSACAG00000010781	ENSGALG00000015091
ENSG00000147883	ENSACAG00000017544	ENSGALG00000026137
ENSG00000147894	ENSACAG00000010697	ENSGALG00000001864
ENSG00000147905	ENSACAG00000011894	ENSGALG00000005433
ENSG00000147955	ENSACAG00000006081	ENSGALG00000028996
ENSG00000147996	ENSACAG00000001658	ENSGALG00000010147
ENSG00000148019	ENSACAG00000005485	ENSGALG00000015179
ENSG00000148053	ENSACAG00000000978	ENSGALG00000012594
ENSG00000148057	ENSACAG00000002000	ENSGALG00000012583
ENSG00000148090	ENSACAG00000028614	ENSGALG00000021843
ENSG00000148123	ENSACAG00000017418	ENSGALG00000015542
ENSG00000148143	ENSACAG00000003537	ENSGALG00000015451
ENSG00000148153	ENSACAG00000017374	ENSGALG00000020528
ENSG00000148154	ENSACAG00000017299	ENSGALG00000015682
ENSG00000148158	ENSACAG00000017384	ENSGALG00000015660
ENSG00000150477	ENSACAG00000012477	ENSGALG00000002419
ENSG00000150712	ENSACAG00000007818	ENSGALG00000003168
ENSG00000151304	ENSACAG00000003779	ENSGALG00000005316
ENSG00000151422	ENSACAG00000006839	ENSGALG00000000273
ENSG00000151876	ENSACAG00000010612	ENSGALG00000014851
ENSG00000151881	ENSACAG00000010797	ENSGALG00000014863
ENSG00000151883	ENSACAG00000004471	ENSGALG00000014880
ENSG00000152093	ENSACAG00000012757	ENSGALG00000012623
ENSG00000152348	ENSACAG00000028708	ENSGALG00000027714
ENSG00000152359	ENSACAG00000008393	ENSGALG00000014960
ENSG00000152380	ENSACAG00000010503	ENSGALG00000015577
ENSG00000152409	ENSACAG00000016753	ENSGALG00000014819
ENSG00000152413	ENSACAG00000016736	ENSGALG00000014813
ENSG00000152422	ENSACAG00000011160	ENSGALG00000015620
ENSG00000152495	ENSACAG00000007256	ENSGALG00000000244
ENSG00000152503	ENSACAG00000007939	ENSGALG00000008188
ENSG00000152582	ENSACAG00000008901	ENSGALG00000023552
ENSG00000152611	ENSACAG00000028384	ENSGALG00000013376
ENSG00000152620	ENSACAG00000009164	ENSGALG00000003558
ENSG00000152669	ENSACAG00000015399	ENSGALG00000028595
ENSG00000152670	ENSACAG00000014951	ENSGALG00000014713
ENSG00000152910	ENSACAG00000016407	ENSGALG00000023179
ENSG00000152942	ENSACAG00000010254	ENSGALG00000015571
ENSG00000153006	ENSACAG00000015621	ENSGALG00000026028
ENSG00000153015	ENSACAG00000015631	ENSGALG00000014747
ENSG00000153037	ENSACAG00000007550	ENSGALG00000000218
ENSG00000153044	ENSACAG00000016440	ENSGALG00000014788
ENSG00000153071	ENSACAG00000010173	ENSGALG00000003803
ENSG00000153113	ENSACAG00000012586	ENSGALG00000014682
ENSG00000153140	ENSACAG00000000119	ENSGALG00000014648
ENSG00000153707	ENSACAG00000004644	ENSGALG00000015058
ENSG00000153922	ENSACAG00000011210	ENSGALG00000014642
ENSG00000154330	ENSACAG00000001410	ENSGALG00000014995
ENSG00000155158	ENSACAG00000017770	ENSGALG00000005416
ENSG00000155324	ENSACAG00000003047	ENSGALG00000008237
